total_quantity,business_quantity,personal_quantity,request_type,total_time
147,38,109,existence,378.49
157,126,31,debt,357.48
14,9,5,existence,24.62
59,34,25,debt,155.91
88,11,77,existence,180.65
82,46,36,payment,203.41
10,10,0,existence,29.27
127,11,116,existence,209.66
66,9,57,payment,120.4
71,59,12,existence,165.44
5,5,0,payment,34.62
9,6,3,debt,30.66
119,31,88,payment,308.32
62,26,36,payment,153.75
57,37,20,debt,132.48
141,135,6,debt,528.62
124,44,80,payment,261.36
115,91,24,payment,298.62
103,86,17,existence,345.91
143,105,38,debt,413.98
136,120,16,payment,475.75
77,69,8,payment,269.75
61,61,0,payment,174.47
136,124,12,existence,417.43
43,21,22,debt,102.65
47,8,39,debt,145.55
90,27,63,debt,228.78
137,108,29,debt,370.11
58,19,39,existence,120.89
93,40,53,payment,230.08
19,3,16,existence,48.05
21,1,20,existence,37.67
46,34,12,existence,153.55
54,12,42,payment,111.54
89,36,53,existence,246.32
112,90,22,debt,267.36
152,118,34,existence,376.11
37,3,34,payment,90.11
28,22,6,debt,101.24
113,13,100,debt,258.5
16,13,3,existence,34.66
109,21,88,debt,191.86
89,16,73,payment,189.13
17,16,1,payment,57.83
133,44,89,debt,257.48
118,39,79,debt,334.85
13,13,0,payment,36.59
54,38,16,payment,152.27
114,56,58,existence,231.16
128,7,121,payment,261.73
101,35,66,existence,246.44
53,9,44,debt,115.51
14,10,4,existence,37.36
10,5,5,debt,49.6
116,8,108,debt,228.82
19,15,4,existence,56.21
76,5,71,payment,131.1
72,50,22,existence,179.21
92,59,33,payment,267.63
60,16,44,existence,156.08
21,17,4,debt,94.8
91,27,64,existence,225.34
5,1,4,debt,18.2
58,43,15,debt,173.29
66,16,50,payment,191.58
92,24,68,payment,217.68
22,16,6,payment,70.98
36,9,27,payment,67.15
156,97,59,existence,490.25
108,107,1,existence,300.76
8,7,1,debt,35.94
53,43,10,debt,145.09
39,4,35,debt,106.09
138,121,17,existence,384.48
149,55,94,existence,395.24
66,16,50,payment,127.42
71,38,33,debt,176.87
120,8,112,payment,299.68
124,51,73,payment,281.95
22,1,21,payment,41.05
38,4,34,existence,62.78
81,62,19,debt,171.23
128,94,34,existence,432.32
12,12,0,existence,32.27
126,101,25,debt,300.99
103,64,39,payment,209.96
120,69,51,debt,342.33
103,63,40,payment,198.96
141,119,22,payment,525.22
139,106,33,payment,312.52
122,13,109,existence,219.23
32,10,22,debt,97.56
125,26,99,existence,281.16
148,86,62,existence,456.48
110,99,11,existence,259.98
118,101,17,payment,257.16
83,69,14,payment,267.94
141,134,7,debt,456.21
100,53,47,debt,242
23,9,14,existence,62.29
127,121,6,existence,286.8
154,111,43,payment,455.47
31,11,20,debt,86.51
141,51,90,payment,271.28
149,109,40,existence,411.6
152,115,37,payment,357.93
74,43,31,payment,163.55
89,19,70,debt,187.86
135,18,117,payment,226.74
38,31,7,debt,115.47
19,11,8,debt,80.66
87,22,65,debt,228.59
79,9,70,existence,135.99
35,27,8,existence,90.69
43,12,31,payment,92.17
105,85,20,debt,301.02
69,36,33,debt,225.58
102,61,41,existence,224.96
20,2,18,payment,43.79
44,10,34,existence,122.38
12,1,11,debt,46
143,72,71,payment,395.65
5,3,2,payment,28.46
61,7,54,debt,133.49
8,8,0,payment,29.9
62,40,22,debt,163.63
69,39,30,payment,170.96
52,19,33,existence,140.15
120,111,9,debt,336.7
39,7,32,existence,56.73
115,90,25,existence,331.19
96,17,79,debt,247.23
127,55,72,payment,263.86
125,2,123,payment,262.68
61,14,47,existence,139.01
37,15,22,debt,100.34
125,70,55,debt,394.45
134,41,93,payment,366.91
12,4,8,payment,42.11
88,86,2,existence,244.68
156,152,4,debt,609.96
153,105,48,debt,384.06
150,14,136,existence,239.26
88,19,69,payment,262.43
135,123,12,debt,390.16
95,2,93,existence,213.8
92,27,65,debt,268.44
53,48,5,existence,139.58
88,46,42,debt,214.66
125,122,3,existence,374.15
56,37,19,debt,182.64
23,5,18,payment,62.78
18,7,11,debt,55.1
140,9,131,payment,254.26
19,17,2,debt,84.77
40,2,38,payment,74.92
130,39,91,debt,294.12
152,70,82,payment,394.87
134,64,70,debt,253.88
118,100,18,debt,384.02
49,1,48,existence,109.95
146,19,127,existence,260.15
78,7,71,debt,133.04
135,92,43,existence,286.55
2,2,0,existence,4.23
106,12,94,debt,254.69
139,85,54,debt,369.26
39,5,34,existence,75.84
44,14,30,payment,138.71
87,45,42,payment,204.79
127,102,25,existence,386.41
111,4,107,debt,189.66
151,4,147,payment,390.44
68,3,65,debt,101.01
19,3,16,payment,32.17
91,86,5,debt,293.22
33,16,17,payment,89.91
34,10,24,existence,79.21
16,11,5,debt,73.86
19,12,7,debt,58.37
79,6,73,payment,201.94
94,60,34,existence,222.64
114,9,105,debt,267.4
104,33,71,payment,194.71
54,36,18,payment,161.43
113,38,75,existence,321.99
154,13,141,payment,205.49
136,106,30,existence,293.74
156,94,62,debt,339.07
11,1,10,existence,17.86
43,5,38,payment,109.75
154,43,111,payment,356.94
88,13,75,debt,153.8
147,128,19,payment,372.61
1,1,0,existence,3.58
50,22,28,payment,145.44
153,138,15,debt,453.88
31,27,4,payment,90.04
3,1,2,existence,5.09
50,1,49,debt,81.28
146,54,92,debt,272.8
155,18,137,debt,250.28
78,31,47,payment,156.45
106,78,28,existence,329.93
8,3,5,debt,33.68
30,19,11,debt,77.96
98,83,15,existence,311.6
133,12,121,existence,285.35
119,79,40,payment,284.8
91,38,53,existence,176.94
62,9,53,debt,132.46
98,46,52,existence,154.34
6,4,2,debt,36.61
78,17,61,debt,162.83
67,3,64,payment,177.22
121,90,31,existence,353.11
119,34,85,existence,220.56
32,11,21,debt,89.01
65,12,53,payment,105.37
101,47,54,payment,292.02
115,19,96,payment,299.4
131,118,13,debt,478.31
133,123,10,existence,304.63
107,34,73,existence,258.2
146,79,67,existence,370.68
22,17,5,debt,70.88
46,4,42,payment,94.43
105,39,66,existence,254.95
136,31,105,existence,212.34
113,49,64,debt,321.11
151,15,136,payment,210.87
154,73,81,existence,466.68
129,123,6,debt,357.18
55,46,9,debt,206.23
137,101,36,existence,423.83
80,58,22,existence,229.34
36,5,31,existence,55.81
155,87,68,debt,347.42
145,98,47,existence,307.09
13,8,5,existence,29.57
119,60,59,debt,309.31
134,46,88,payment,247.61
68,6,62,debt,149.05
46,20,26,existence,93.84
151,63,88,debt,311.85
96,49,47,payment,218.39
36,31,5,debt,134.61
3,2,1,debt,35.01
144,137,7,debt,423.92
81,1,80,payment,174.21
15,7,8,existence,28.28
67,56,11,payment,209.22
39,9,30,payment,121.61
106,48,58,existence,237.77
104,9,95,debt,162.1
48,41,7,debt,159.45
35,8,27,payment,82.63
80,1,79,debt,157.79
58,33,25,debt,147.01
111,69,42,debt,371.24
118,18,100,existence,203.82
71,3,68,payment,106.67
148,26,122,payment,311.04
10,2,8,debt,38.73
114,93,21,existence,264.39
80,2,78,debt,115.09
24,22,2,existence,52.52
3,3,0,payment,18.2
126,3,123,existence,284.94
113,106,7,debt,288.39
133,14,119,debt,215.03
140,139,1,existence,431.36
116,100,16,existence,390.02
112,96,16,existence,220.67
50,36,14,payment,115.97
23,8,15,existence,53.66
48,30,18,payment,160.28
33,32,1,existence,103.81
137,119,18,debt,310.29
48,10,38,payment,125.19
53,51,2,debt,180.1
49,41,8,existence,114.63
131,116,15,existence,330.23
67,10,57,existence,121.31
31,12,19,debt,99.41
49,14,35,debt,117.55
139,82,57,debt,345.65
145,105,40,payment,355.46
48,12,36,debt,123.51
10,3,7,existence,15.13
28,23,5,payment,72.02
143,43,100,existence,291.7
117,18,99,debt,194.77
72,22,50,existence,185.9
152,37,115,payment,220.98
51,28,23,existence,109.69
18,8,10,payment,40.7
4,3,1,payment,22.13
67,27,40,payment,121.94
104,14,90,payment,174.35
16,4,12,payment,45.84
93,38,55,debt,195.4
43,32,11,debt,89.94
1,1,0,existence,1.92
154,146,8,existence,431.87
37,19,18,debt,87.59
103,89,14,debt,350.83
49,27,22,debt,119.41
22,16,6,debt,73.36
32,20,12,existence,83.68
153,5,148,payment,322.75
97,44,53,payment,210.57
115,51,64,debt,226.91
108,14,94,debt,208.15
57,47,10,existence,143.72
114,7,107,debt,264.35
87,14,73,existence,137.34
150,116,34,existence,327.82
100,72,28,payment,244.77
58,19,39,debt,130.84
74,24,50,existence,156.07
69,7,62,existence,134.68
124,103,21,existence,380.34
24,12,12,payment,66.36
133,123,10,existence,412.4
141,121,20,existence,345.05
46,41,5,payment,165.91
109,38,71,existence,266.09
20,1,19,existence,48.56
103,67,36,payment,237.47
75,14,61,payment,168.23
106,1,105,existence,155.46
41,35,6,debt,161.99
10,7,3,debt,54.58
134,79,55,payment,305.42
4,4,0,payment,24.86
70,10,60,existence,143.89
57,37,20,payment,198.12
90,5,85,debt,189.35
81,67,14,debt,275.8
6,6,0,existence,18.51
114,72,42,debt,239.4
117,109,8,existence,270.65
20,11,9,existence,39.8
42,21,21,payment,127.42
79,75,4,debt,251.98
102,10,92,debt,196.38
68,14,54,payment,161.03
124,87,37,debt,393.19
108,3,105,debt,225.13
137,71,66,debt,373.46
140,29,111,existence,363.74
28,5,23,payment,91.36
135,104,31,existence,450
72,11,61,payment,192.61
104,45,59,debt,239.17
157,100,57,existence,374.52
111,45,66,debt,199.24
156,29,127,payment,335.51
12,3,9,debt,31.56
40,12,28,debt,116.15
80,35,45,debt,229.39
118,77,41,existence,239.07
9,2,7,debt,38.96
29,23,6,existence,93.76
35,35,0,payment,120.86
64,26,38,existence,140.33
24,5,19,existence,55.66
110,67,43,debt,341.73
78,36,42,debt,196.46
88,44,44,debt,176.34
76,16,60,payment,135.82
63,59,4,payment,142.74
155,55,100,existence,407.15
16,7,9,existence,28.93
8,2,6,debt,41.39
110,31,79,payment,192.53
20,8,12,payment,63.22
39,25,14,debt,134.65
46,22,24,payment,138.73
63,35,28,debt,145.12
104,100,4,existence,262.83
13,6,7,payment,36.62
38,23,15,payment,101.93
100,8,92,debt,150.26
130,85,45,existence,390.79
3,1,2,existence,5.7
45,40,5,payment,119.95
32,17,15,debt,78.93
40,11,29,existence,67.43
43,23,20,debt,111.17
122,121,1,payment,347.32
26,26,0,payment,84.22
70,37,33,payment,213.43
25,10,15,payment,80.3
125,29,96,debt,313.4
104,38,66,debt,239.05
105,100,5,existence,261.07
155,88,67,existence,300.03
38,25,13,payment,100.26
40,40,0,existence,103.1
12,11,1,existence,34.48
5,2,3,debt,30.27
55,31,24,existence,139.36
156,57,99,payment,408.25
33,20,13,existence,97.11
110,99,11,payment,239.64
25,7,18,existence,65.22
42,1,41,payment,108.58
46,46,0,existence,116.35
38,26,12,existence,73.75
69,39,30,debt,192.52
101,58,43,debt,306.27
154,20,134,payment,415.74
48,11,37,payment,141.38
110,35,75,debt,209.38
57,7,50,debt,97.69
139,128,11,existence,472.76
33,15,18,existence,74.42
22,2,20,existence,41.47
51,29,22,existence,91.84
145,38,107,debt,365.1
40,34,6,existence,116.64
105,11,94,existence,237.67
114,58,56,existence,321.79
116,11,105,payment,283.24
116,70,46,debt,373.06
115,90,25,existence,270.28
80,29,51,payment,189.23
57,11,46,debt,156.83
37,26,11,existence,100.46
145,51,94,debt,291.9
32,18,14,payment,72.44
7,3,4,payment,30.31
52,6,46,existence,73.85
153,58,95,payment,404.54
33,29,4,debt,107.56
31,10,21,debt,68.97
32,27,5,payment,88.72
78,52,26,debt,217.69
64,21,43,existence,176.45
66,52,14,payment,174.57
102,55,47,existence,222.24
19,11,8,existence,54.25
115,44,71,existence,339.69
45,45,0,debt,181.97
122,92,30,debt,293.9
114,98,16,payment,369.16
2,1,1,payment,14.61
13,13,0,existence,38
27,25,2,debt,104.83
59,48,11,payment,142.91
95,86,9,existence,341.51
111,20,91,debt,280.99
7,5,2,debt,42.43
24,2,22,existence,37.35
103,48,55,existence,206.4
110,12,98,debt,234.9
136,130,6,debt,386.77
4,4,0,debt,29.83
85,76,9,existence,290.69
134,103,31,existence,375.91
147,35,112,payment,377.68
145,125,20,payment,499.17
152,30,122,existence,386.27
12,2,10,payment,39.19
121,6,115,payment,226.84
43,43,0,payment,136.25
49,32,17,existence,103.46
15,5,10,existence,41
147,135,12,payment,390.38
42,23,19,existence,135.04
37,21,16,debt,91.7
22,17,5,payment,79.12
144,79,65,existence,376.63
106,49,57,existence,312.45
45,6,39,debt,80.36
90,85,5,payment,268.46
9,9,0,payment,48.6
58,28,30,payment,121.93
150,12,138,debt,261.19
111,53,58,debt,266.81
156,50,106,payment,280.07
60,38,22,payment,202.59
70,22,48,payment,166.45
30,24,6,existence,80.06
24,3,21,existence,45.83
85,55,30,payment,241.58
77,68,9,payment,228.2
19,8,11,payment,66.21
38,21,17,existence,93.2
34,7,27,existence,87.14
54,5,49,existence,105.7
53,30,23,existence,104.39
106,90,16,existence,307.89
33,22,11,payment,70.59
81,70,11,payment,239.88
29,5,24,existence,75.18
106,75,31,existence,253.57
12,2,10,existence,17.45
144,32,112,existence,322.38
157,44,113,payment,338.45
77,9,68,existence,118.31
82,69,13,payment,264.77
113,59,54,debt,279.99
32,6,26,debt,101.27
139,6,133,payment,221.69
147,3,144,debt,248.1
150,122,28,debt,505.99
76,74,2,existence,181.46
17,3,14,debt,45.35
32,17,15,existence,59.56
8,5,3,payment,26.54
106,82,24,debt,342.85
46,5,41,existence,68.73
91,89,2,payment,266.11
142,28,114,existence,288.14
121,85,36,debt,235.04
7,3,4,payment,33.52
30,3,27,debt,62.4
66,49,17,payment,161.96
61,33,28,payment,160.85
18,6,12,payment,51.52
47,4,43,debt,105.48
89,62,27,payment,282.98
6,4,2,existence,17.45
87,59,28,payment,192.58
30,19,11,debt,77.89
92,88,4,payment,252.94
117,38,79,existence,251.08
114,16,98,existence,259
8,3,5,payment,26.55
83,62,21,debt,236.07
106,21,85,existence,144.37
44,19,25,payment,115.61
19,14,5,debt,68.59
53,17,36,payment,141.38
145,36,109,payment,227.43
139,125,14,existence,409.53
150,49,101,debt,254.48
89,17,72,debt,270.5
18,6,12,payment,59.04
13,7,6,existence,27.15
94,35,59,existence,234.56
144,38,106,payment,268.52
117,90,27,payment,308.68
36,14,22,debt,123.62
128,99,29,payment,340.63
147,93,54,payment,347.63
31,25,6,existence,94.94
34,29,5,debt,112.39
97,66,31,payment,227.73
5,4,1,debt,36.13
119,10,109,existence,151.09
98,6,92,existence,244.94
123,104,19,debt,281.77
48,10,38,debt,92.17
118,13,105,existence,160.81
94,3,91,debt,211.32
119,12,107,debt,224.57
88,59,29,payment,220.75
112,51,61,existence,302.69
81,31,50,existence,150.54
29,7,22,debt,63.13
95,5,90,payment,239.21
60,30,30,debt,165.86
86,2,84,debt,223.02
119,97,22,payment,352.61
38,26,12,debt,102.92
30,13,17,payment,82.09
31,12,19,debt,108.85
121,5,116,payment,315.2
46,26,20,debt,138.1
41,18,23,payment,77.82
75,44,31,debt,227.1
63,63,0,existence,203.97
19,19,0,payment,65.24
97,55,42,payment,170.74
2,1,1,payment,15.06
81,9,72,debt,220.39
75,8,67,payment,190.81
128,71,57,debt,360.22
43,21,22,debt,134.06
72,51,21,payment,226.82
7,3,4,payment,28.34
59,41,18,existence,137.92
106,81,25,existence,233.58
13,5,8,debt,46.48
134,115,19,existence,460.24
135,97,38,existence,407.96
19,7,12,debt,50.08
146,8,138,debt,197.27
114,44,70,existence,199.53
40,16,24,payment,86.68
60,48,12,debt,171.22
73,29,44,debt,152.39
70,41,29,existence,206.33
134,60,74,payment,363.01
105,22,83,debt,169.04
96,15,81,payment,253.07
91,56,35,payment,284.53
137,84,53,payment,294.98
144,94,50,payment,322.2
93,88,5,debt,360.86
123,63,60,existence,367.06
107,6,101,existence,237.81
151,44,107,payment,442.49
26,9,17,payment,65.21
114,75,39,payment,283.19
145,122,23,existence,415.07
23,23,0,payment,84.55
143,24,119,debt,252.08
118,49,69,existence,220.41
48,3,45,payment,134.99
102,59,43,payment,214.61
143,91,52,debt,327.27
95,7,88,payment,231.86
96,73,23,payment,227.49
34,20,14,payment,94.71
66,23,43,debt,216.86
80,58,22,existence,228.11
38,38,0,existence,108.2
22,13,9,existence,58.65
156,60,96,payment,404.55
151,76,75,existence,416.03
92,92,0,debt,284.71
63,8,55,payment,156.78
125,28,97,debt,306.61
30,23,7,existence,93.14
90,33,57,debt,250.31
129,10,119,payment,235.16
27,8,19,existence,49.14
116,31,85,debt,182.85
14,1,13,existence,25.26
10,4,6,debt,36.06
128,58,70,payment,326.31
5,1,4,existence,13.07
51,16,35,debt,144
7,5,2,debt,26.14
55,40,15,existence,104.48
11,3,8,debt,35.01
81,1,80,existence,181.61
122,108,14,debt,378.28
14,8,6,payment,51.26
131,124,7,existence,435.13
139,136,3,debt,465.05
119,29,90,payment,211.53
12,11,1,payment,37.97
124,116,8,payment,318.26
18,1,17,payment,36.93
132,19,113,debt,289.41
86,6,80,existence,159.28
75,37,38,payment,167.32
57,55,2,payment,156.84
148,91,57,debt,311.19
12,5,7,existence,24.4
75,63,12,payment,204.1
78,56,22,payment,186.51
50,8,42,debt,138.47
67,56,11,payment,197.85
5,2,3,debt,24.83
44,39,5,debt,167.08
139,78,61,payment,466.65
18,14,4,debt,45.76
112,31,81,existence,222.84
22,12,10,debt,61.99
132,127,5,existence,366.14
71,13,58,payment,182.39
18,15,3,debt,55.26
5,2,3,debt,17.36
144,133,11,existence,511.68
8,8,0,debt,43.5
137,53,84,existence,349.45
49,37,12,debt,160.6
90,4,86,existence,127.6
46,19,27,debt,96.79
86,85,1,payment,270.18
68,32,36,existence,198.32
86,67,19,debt,252.62
26,19,7,payment,72.33
109,71,38,debt,244.15
68,51,17,payment,166.91
43,21,22,existence,100.46
35,20,15,existence,60.08
71,69,2,existence,158.33
109,74,35,payment,300.86
7,1,6,debt,42.84
46,19,27,payment,131.56
131,63,68,payment,276.99
20,17,3,debt,74.81
4,2,2,existence,11.06
32,3,29,payment,51.75
96,23,73,payment,163.57
152,20,132,existence,390.03
49,23,26,existence,91.14
39,9,30,debt,115.59
113,2,111,existence,194.44
93,66,27,debt,205.91
21,5,16,existence,32.59
65,23,42,debt,191.48
12,6,6,payment,35.34
39,6,33,debt,83.03
147,10,137,existence,312.51
129,114,15,existence,388.3
121,76,45,existence,295.78
139,65,74,debt,421.15
110,12,98,debt,235.17
130,43,87,payment,307.02
105,60,45,existence,208.7
8,5,3,payment,32.55
7,3,4,debt,44.47
122,84,38,payment,317.26
104,4,100,debt,229.24
22,7,15,payment,69.56
123,77,46,debt,291.97
43,34,9,existence,140.93
30,3,27,existence,40.23
32,8,24,existence,51.46
10,7,3,payment,30.72
79,2,77,payment,162.14
61,48,13,debt,210.54
19,2,17,debt,67.34
87,51,36,debt,231.57
107,74,33,payment,240.98
48,39,9,payment,103.65
137,40,97,debt,298.78
16,1,15,payment,47.59
84,2,82,debt,190.04
138,69,69,payment,406.19
150,41,109,debt,284.61
98,52,46,debt,313.34
72,17,55,payment,171.87
50,46,4,debt,143.5
26,26,0,existence,84.14
146,101,45,payment,401.51
146,82,64,debt,356.99
99,10,89,payment,202.57
100,84,16,existence,371.49
56,20,36,existence,126.33
31,15,16,existence,56.88
37,19,18,debt,73.52
33,1,32,existence,69.09
76,9,67,existence,106.08
25,25,0,payment,88.7
78,67,11,payment,227.69
7,3,4,payment,28.56
149,123,26,debt,397.65
45,45,0,existence,118.73
111,78,33,existence,330.23
30,26,4,existence,58.49
120,99,21,payment,258.57
77,58,19,existence,193.5
69,8,61,existence,116.73
108,93,15,existence,298.79
33,10,23,debt,93.49
111,71,40,payment,231.1
38,20,18,debt,130.96
113,29,84,payment,264.77
61,47,14,existence,174.31
126,39,87,existence,299.69
147,88,59,debt,376.37
128,26,102,payment,202.22
152,73,79,existence,303.46
31,5,26,payment,50.31
94,49,45,payment,194.79
54,9,45,existence,76.51
133,78,55,debt,410.89
92,45,47,existence,151.06
112,68,44,payment,277.94
47,18,29,debt,107.16
93,27,66,payment,200.16
2,2,0,payment,11.67
30,13,17,existence,62.23
4,3,1,debt,28.24
98,62,36,debt,220.54
41,12,29,payment,134.59
82,42,40,existence,132.31
156,72,84,debt,310.45
149,104,45,payment,445.56
